48,24,24
47,22,25
45,19,26
45,20,25
45,20,25
45,20,25
43,19,24
43,20,23
43,20,23
42,19,23
42,20,22
41,19,22
41,19,22
39,18,21
39,19,20
39,19,20
38,19,20
37,19,18
36,17,19
45,23,23
66,32,35
85,42,43
91,43,48
97,48,49
96,49,48
95,48,47
95,50,45
96,50,46
95,49,46
95,50,45
93,50,43
92,50,43
89,48,41
88,49,39
85,48,37
82,46,36
79,44,35
78,43,35
75,42,33
78,42,36
87,47,40
100,50,50
109,55,54
113,57,56
114,57,57
113,60,53
110,58,52
108,56,52
103,54,49
99,53,46
95,52,43
94,50,44
91,50,41
87,47,40
85,47,38
80,43,37
72,35,37
65,34,31
62,33,29
63,34,29
69,36,33
88,44,44
95,49,46
98,51,47
104,53,51
107,55,52
111,57,54
112,60,52
109,56,53
108,58,50
105,56,49
106,55,51
104,54,50
102,53,49
100,52,48
97,50,47
93,46,47
83,42,41
80,40,40
78,38,40
74,33,42
80,37,43
89,40,49
94,43,51
95,46,49
99,46,53
103,49,54
106,48,58
105,48,57
106,47,59
104,47,57
101,46,55
98,45,53
98,44,54
95,42,53
91,42,49
87,39,48
81,36,45
76,31,45
67,28,39
69,29,40
75,31,44
71,30,41
77,37,40
78,37,41
79,38,41
81,37,44
83,38,45
88,41,47
87,39,48
89,41,48
89,42,47
91,40,51
90,39,52
92,41,51
88,41,47
83,37,47
78,35,43
76,34,42
74,36,38
73,36,37
73,36,37
75,37,38
78,38,40
82,36,46
82,36,46
83,39,44
86,38,48
89,40,49
88,39,49
86,38,48
82,35,47
78,31,47
78,32,46
76,30,46
73,32,41
74,32,42
72,28,44
67,29,38
68,25,43
68,26,42
67,26,41
69,29,40
70,27,43
70,30,40
75,34,41
75,35,40
72,31,41
70,32,38
70,32,38
72,35,37
75,35,40
77,39,38
78,38,40
78,37,41
77,37,40
75,38,37
75,39,36
74,38,36
70,34,36
69,35,34
70,37,33
69,36,33
70,35,35
70,35,35
75,36,39
83,41,42
86,43,43
83,41,42
82,44,38
80,41,39
77,38,39
82,42,40
78,40,38
77,40,37
74,38,36
75,40,35
76,39,37
74,39,35
73,39,34
72,39,33
69,39,30
67,39,28
67,39,28
67,39,28
69,38,31
72,42,30
75,42,33
76,44,32
76,44,32
78,45,33
77,48,29
73,43,30
74,47,27
74,46,28
71,45,26
66,41,25
64,40,24
66,40,26
66,39,27
66,39,27
65,39,26
61,37,24
60,36,24
62,38,24
62,38,25
63,39,24
62,37,25
62,36,26
57,34,23
59,35,24
61,37,24
61,34,27
61,36,25
58,32,26
54,32,22
55,33,22
53,32,21
56,33,23
59,35,24
57,34,23
56,33,23
54,30,24
53,31,22
50,30,20
50,30,20
47,28,19
47,28,19
46,28,18
44,27,17
47,28,19
47,27,20
46,27,19
45,28,17
43,26,18
40,24,16
38,23,15
38,24,14
35,22,13
35,23,12
31,21,11
34,22,12
34,23,11
31,21,10
31,20,11
29,18,11
28,18,10
32,21,11
37,22,15
38,23,15
37,23,14
37,24,13
37,24,13
36,24,12
36,24,12
35,23,12
35,23,12
34,22,12
33,22,11
29,17,12
31,20,11
34,21,13
32,19,13
32,20,12
31,20,11
30,20,10
31,19,12
34,21,13
38,22,16
39,21,18
39,19,20
37,19,18
36,17,19
35,16,19
34,17,17
33,15,18
33,15,18
32,15,17
30,13,17
30,14,16
31,14,17
32,15,17
31,14,17
31,15,17
32,15,17
34,16,18
33,16,17
34,16,18
35,19,16
37,21,16
37,21,16
37,23,14
36,24,13
34,21,13
34,21,13
34,21,13
31,19,12
30,20,10
29,20,9
27,17,10
26,17,9
25,18,7
24,17,7
21,17,5
20,16,4
20,15,5
20,15,5
20,14,6
22,16,6
27,17,10
27,17,10
